queue_ns,queue_ew,wait_ns,wait_ew,phase_is_ns,target_green_duration
59,7,61.47417086921821,110.11208355142803,1,43.50431309766853
13,19,13.714292399757536,80.77336177494344,1,17.541139593722114
49,2,91.77611669511327,118.88985712718626,1,44.73293893518905
57,15,81.46772700934086,105.93877952141925,0,16.870657876811755
8,29,92.75840655667041,56.758871243778316,0,33.00006970306619
25,44,114.17304344708172,62.362203738045224,0,29.828374043644526
52,22,93.17871631812217,22.869125582063262,1,52.546438610408835
1,27,73.36039226599763,55.44472114074667,0,37.712649331212354
19,50,102.8770682833009,108.3633448191374,0,43.222941480375475
27,39,80.78957272254378,6.102410836298535,1,36.403074282936785
46,53,48.97428681911077,103.62681635979716,1,19.00212056889704
59,4,106.27437170901278,40.91373619711317,0,10.0
6,19,26.628055294124742,107.94153181155718,1,12.602978522385136
43,39,85.75695298904691,112.90558876097816,0,32.472295365789684
7,55,105.78761459289083,80.50378644022871,1,14.592574222899316
46,43,87.75798236439555,79.73085439112134,1,32.40406919599113
34,0,83.67305028646282,54.33052052504881,0,11.998620535787897
13,56,90.31659528862032,100.26482694524489,1,11.307765251506314
16,29,55.806629796077324,115.39353101199399,1,15.861964817612503
35,20,104.90048185884312,93.0098160406943,1,37.78359987272232
49,19,24.412377016330943,74.63240805080511,0,25.533004655171126
39,5,15.286369920040714,72.8151474985604,1,34.97068336322205
3,21,34.26105361422139,101.93638819003948,1,12.648699813627289
1,17,63.78928761299918,64.9444518925558,0,36.573274641933494
5,7,61.26741544912057,96.46318634985872,0,36.07936563511072
53,38,98.4718509211904,61.066230620909494,1,41.61084304504214
41,31,48.548238768482086,7.493312996870896,1,40.15823886574168
3,32,58.121331154981036,46.07364106849863,1,20.207153512972358
53,52,1.6041219911274762,53.332914920579846,0,37.359318939417854
28,15,49.16870837315269,16.994069398394064,1,40.026195846213795
17,11,77.73290795404105,12.299559502705538,0,17.784997732299672
25,37,1.8609996751910618,64.25579395883449,0,44.15921914254651
43,51,33.70583582234925,10.217236386729859,1,30.323289915342908
33,33,24.95476311472679,36.35342014681007,1,28.290201445187506
9,13,5.0382514691505875,89.35163711556912,0,44.24700784696278
35,35,57.5112107897445,115.7318615481577,1,21.266902386238023
13,32,21.806795187378782,86.14446966623143,1,12.749348828172101
30,22,89.16978475576562,119.11506581434442,0,31.29179215878682
47,49,101.75134605160181,83.80055655352832,1,31.892618424711024
14,44,65.47022192029773,35.255336478519304,0,37.46776718373324
7,1,117.80488110253698,80.64630486064343,1,37.97378643628403
13,40,54.05742857647144,84.25881182362846,0,45.33020748707355
22,20,61.60418522698986,44.607238153975274,0,26.65045793904781
59,1,118.70613047493002,2.1256620731266818,1,60.0
56,26,27.785812315805856,84.38397417305843,0,26.489724278587886
39,56,113.10551276122862,2.6040114330649944,0,20.224774800775453
20,8,5.14050661429359,75.74256936720855,1,24.209690587062752
15,0,53.56642683158337,19.63397864910661,1,41.08986722737151
44,10,8.400421455967892,67.8724233297652,1,34.679199718930406
17,2,87.50816914963715,60.469563045672004,0,19.944209084405227
46,51,73.00907230560213,1.6216370767419086,0,21.291884715670967
52,22,84.79611161611157,43.54389803941241,0,11.812167963495126
23,25,44.937647996162035,72.13094008755633,1,25.121006186290856
25,3,44.33783208376563,101.83278622785357,0,29.82424312161319
24,17,5.4383134753073525,106.63705366038207,0,42.37981102776121
59,54,41.993392743556775,58.0619964039868,1,29.589709450935498
59,5,111.51460827144713,87.41069847593258,0,10.0
59,34,45.50718446165388,37.97454918401492,1,41.129895291645845
44,21,99.7641247466364,41.06236869103889,1,48.00526340833963
40,42,101.0790605699921,23.33562230187765,1,40.861515740217165
28,14,44.78893876550806,67.43377319918872,0,27.7967251650521
14,21,75.83864164754269,37.747698111283825,0,27.08635846956117
44,59,11.444592272767036,10.124507572620605,0,35.801987294978034
0,36,12.441429688113178,82.20073039958145,1,10.0
24,51,5.8389196394055976,84.93038491264778,1,10.0
6,41,69.72181120501314,43.19909025348694,1,19.97840814272893
8,11,51.128517315131646,9.206807934722736,0,24.911743592938663
23,46,65.76388279970881,51.155726088411114,0,37.00877649330535
0,48,62.52878286100654,53.080254966025855,0,47.7827208157529
43,41,42.02435893088763,80.24050618774716,0,34.93242208852893
7,37,81.29680977881675,37.84996695104202,0,35.48297357583379
23,17,91.02022570996688,81.91191357375665,1,33.76624682043153
10,44,1.7553910653210858,104.5786250108866,0,59.02348509183483
50,34,24.8690759722654,28.498325083463982,1,35.85561263332021
16,29,85.58830417000041,117.47034673438797,1,20.017693615341866
7,23,46.394420716060104,46.364176456416835,0,36.39546336105351
34,41,79.49807363299298,32.07104221764741,1,34.31405471230183
34,29,41.63551916814701,50.581341901234865,0,29.341873409963178
32,13,46.89061827955645,11.327697108463099,0,17.065561824335997
58,5,19.04146484276219,15.08470878145388,1,51.79351340919625
4,2,30.9877223599392,49.73208563619977,0,32.01165449143908
41,15,72.64941090091047,91.493342632692,0,22.426589759767232
38,6,51.979573357819966,108.0374687489389,1,34.39131569133215
57,51,92.91632195335141,79.77815888595251,1,34.370724460109834
40,13,102.31019459260114,12.626346628580368,1,54.25257719460311
27,8,64.99757018601119,80.64237146166421,1,35.253279808652046
6,14,90.9920750467271,76.25135048435664,1,29.01110868435557
8,20,36.828541583348404,96.69167019519975,1,16.2205307082223
7,34,49.79654584800939,99.0298399982617,0,48.184994122537844
11,1,85.53332114601972,104.18436909347747,0,28.797657192118663
33,26,46.34543913804368,49.6957817494918,0,27.70255139171722
32,1,70.62059221907866,83.74372744225731,1,40.4315297165232
47,34,22.244733489901378,32.19004307067729,0,26.29179643711639
54,17,71.97255779645975,119.92035359802051,1,37.607830629765886
22,13,103.38164486722722,21.04010896522319,0,14.048769614699394
23,19,104.23675677881107,1.2137317993002972,1,47.05345374692662
36,17,86.92132875954476,17.85704574218112,0,12.040357547395454
34,9,89.49040548913513,93.1046747452952,1,39.45785961157599
43,24,66.95129341808408,53.61404118098538,1,39.60058783556481
39,1,70.16017081989898,53.7000297372514,1,47.669021162397144
21,24,16.038069769262158,114.60275035340022,1,14.01529791237929
26,53,53.26310261055613,110.35618896336891,0,49.36396295292191
34,32,54.09315406636366,37.3433685364811,0,26.687532170517617
0,35,115.01974028012881,25.08697545370394,1,29.48991472396373
34,30,51.73042351479473,101.81786519204876,1,24.0868837484119
36,13,65.92111738833091,108.72228852532358,1,32.7798243294511
46,0,63.9901679134923,64.99163073581843,0,11.750219423348918
13,45,76.41140604531925,75.53084533405206,1,17.33208410669008
2,15,89.78793975982751,30.829714163075206,1,33.64373383951285
0,53,27.005025140504657,96.09632255742295,0,60.0
4,45,63.446930291812286,75.85469141388278,1,11.738835831689425
25,51,99.11012487792365,60.42162135575959,1,25.40327552832461
54,2,55.57376566050137,7.213026729407499,0,10.0
13,34,33.41490556482876,109.91219550133845,1,10.125406509523549
38,40,78.56508904275589,73.85417044612872,1,29.906637789494074
26,5,98.85208749589475,23.122931363156155,0,10.240626580089213
8,24,7.576835151286958,72.76633403796633,1,13.821575166998096
14,12,93.21485800886725,81.2956025087968,0,27.412111674989433
14,52,98.59775195541255,63.092440401987055,1,20.12579673301382
25,33,55.38275131063281,86.1722085547227,1,22.181581413386517
41,7,117.99667881821608,69.77447375143491,1,50.833330760017176
59,20,94.4050008848771,113.73234984385779,1,42.7008976561529
12,33,92.83950778747989,6.44364943191682,1,34.55937875333446
50,3,89.74062892944862,12.74948501634726,0,10.0
31,24,18.07297238619288,20.840596434520783,1,32.38485639275081
38,14,26.067706374361297,82.82052847251985,1,31.087076685276216
48,3,55.678815775731,77.47150472997704,0,15.268903343136905
51,44,31.680521995135905,107.04706322516328,0,38.5049811845041
31,59,49.82891668008485,87.94529434606781,1,13.082543350102554
3,11,106.61569319075048,61.00265850775107,0,26.358044797550093
29,31,98.9192270255123,119.01981509563564,1,26.1849117894815
36,31,75.60478541759787,31.9329547403159,0,21.449225398407705
22,27,102.97444731013242,99.98299917425447,0,31.551282779618308
38,12,94.0526866820699,51.21484466327032,1,46.825676302819936
44,30,51.47819182090686,77.8482166650881,0,28.355503726627184
14,13,24.127818245993417,87.27221645429208,1,20.9283402687552
42,19,61.704124801120706,76.05049046284036,0,22.951954849257945
28,17,88.34746590342601,16.860876373031193,0,14.877011570440779
35,28,52.37035184755116,53.15412128975193,0,27.317565416330115
12,59,80.01262917406767,67.37260535197493,1,13.096003573313912
31,5,11.319291154925235,101.8852511014316,1,26.815106008024046
6,31,89.76056836456841,53.23748985582868,0,34.52153822368904
58,28,97.52563438716744,110.24967657651018,1,40.09139367159859
50,42,84.82054269366493,52.84490676302528,1,37.99634538959595
21,1,116.07163050316386,65.85358311156139,1,45.53270710874037
27,59,99.19824689527685,95.55428195313613,0,42.25340525867889
1,22,108.3712473451846,69.96812213065724,1,27.360468782179105
41,18,112.02853001491776,115.22616868593896,0,21.279645800653178
44,30,96.16175902485703,79.2402996616953,0,21.86178109552574
56,50,80.9110610407799,62.725134488112126,0,24.872111017099837
52,4,0.6862297632947145,2.8310361336955037,0,11.121720955560116
5,18,55.899090386774965,49.64794770963958,0,34.2623285984297
27,33,68.53947583468332,35.90981031121925,1,32.49444982851961
27,9,36.48363269375996,89.7726801464987,1,29.20664288208919
43,24,38.172533628416645,24.993321018425494,0,20.423118108501328
43,1,115.33912988521982,24.62641047528862,1,60.0
19,10,107.0053038243295,22.742285188485212,1,46.23945279537664
29,49,101.90148066020451,15.073873578748312,1,35.024141062218426
10,30,48.72141620473327,37.32084044050649,1,23.71008636463402
57,55,1.6438260490697454,106.31065373321101,1,15.099975847378811
54,14,9.626669574685689,92.99141667671459,1,33.49528793469567
27,8,37.463564186112436,88.23014595681522,1,29.985012734394584
24,22,1.889149559481238,95.68041667799552,0,43.26869006777714
38,18,2.0579738298237737,32.3301467195486,0,26.540825933458724
32,8,109.99239619708932,106.49300289029854,0,19.87509100398138
0,34,84.73902025428649,16.47640501699253,1,26.63939228559409
56,20,37.07471880817832,40.361487205869835,1,43.906984740346275
26,8,15.917349312114379,70.40977427608115,0,30.973863744595015
56,27,61.396286147409256,12.348610601040075,1,48.95715133195538
51,45,0.6415393025237348,87.61562253317099,1,19.35388751540291
12,50,112.60964926297729,46.469525784416994,0,35.27898147821596
40,6,49.77781432667366,94.12867987300801,0,23.05262983195015
2,15,48.28019462847993,59.14755427015233,0,36.83010394625086
38,15,46.87123290981386,21.704942931040364,1,42.974943496816024
5,59,8.319399646531771,88.17141736264132,1,10.0
7,32,76.59866877501919,30.25727470067323,1,26.951209111151893
26,3,87.9604343554024,58.897236152165135,0,16.44052026951441
8,3,81.13504771059483,9.063992298828914,0,17.189341688235114
36,38,16.612259199527315,74.1439985294444,1,20.57023910051244
32,39,69.46082016427111,79.90293194595327,0,34.36631676725232
50,16,68.33813810067046,45.44090519673403,0,12.965415064409534
41,36,104.20929455296584,114.53073363852886,1,30.451784137165546
43,38,45.49531900507764,104.9002705778482,0,36.91074273591558
23,59,44.57831323913211,84.95290988879937,0,50.45618949745009
14,51,74.22324704618227,85.63824893924912,0,46.51225028396003
58,28,75.96871841994157,30.28820579305815,1,48.852076894032514
53,51,56.314227279094844,78.81782773061387,1,27.424459932272146
31,35,53.16712347965053,23.78475182826236,0,27.192644252291778
31,59,59.29772047654592,17.280386870378656,1,25.102600040925086
23,37,103.32543594039743,119.93614730430963,1,21.90839329541317
40,38,55.3400281504692,74.6851117767809,1,27.898237456053245
51,49,112.7918150363787,51.71854471886286,0,20.039009452372625
48,36,60.48045163155913,34.57974274607416,1,38.68510633282274
48,51,113.90408318170697,72.47045323946729,0,24.984955508664047
57,34,99.93982822428909,5.951220986410335,0,10.0
51,6,43.49175871389949,11.361718860575408,1,52.81950597799861
11,26,103.63697055559392,3.9428037288475615,0,21.04587497598805
38,27,13.207594104133825,59.90037999151941,1,27.39608211689216
1,21,111.00566104116174,72.0727955024619,1,27.839929830804977
2,13,75.79722180994699,7.497571362938502,0,24.155052432948725
48,6,6.526889822677342,86.54693609986998,0,25.20300694157889
36,36,77.31080683809739,27.647408581747726,1,37.44950973845245
48,21,116.90971849737073,82.22417445238393,1,46.00283160674802
55,4,8.37607855375547,117.82765680422948,1,33.9822632624289
16,54,66.56252517361035,82.93270440646214,1,12.344473115072232
58,1,89.73532197112469,105.98316635083302,0,10.0
48,26,97.23103040394376,113.78382080916809,0,23.682918560783648
1,20,49.6592958384955,58.41012580227786,0,38.91262449456735
1,53,24.49998710018916,84.27899753036482,1,10.0
27,37,5.08107345268606,102.23631042670101,0,48.57328554610224
53,14,69.56713885166697,42.79306954492633,0,10.383889603988903
22,20,54.349328432113296,31.367677987247387,0,25.752752433270114
36,9,113.84932741796531,113.59182873340065,0,19.161375197315298
31,22,7.272588925789174,87.15642004425816,1,21.617425332229658
32,57,82.24744121352069,26.361856005099156,0,31.617162218736773
0,55,2.9959466544068603,53.89000712113361,0,59.63410907000901
18,38,20.572101205265128,95.57421234453713,0,49.2503166708908
1,4,54.42947999074009,65.64755891021305,0,32.882711837920944
52,0,54.584693136344185,77.99425177990669,1,47.28856620346562
43,12,82.28406515203727,90.45218424540629,1,41.17478213599465
25,20,109.22556418413079,74.64110265707767,0,22.812330770942033
31,25,76.6838590697905,64.80951863066349,1,34.18115106586905
5,49,114.42421174218106,89.95371412653282,1,16.070574642347236
31,44,105.79387678535971,87.30756425186408,1,27.572946880024347
54,20,70.13997546369482,75.58468802198146,1,42.783293116257006
3,52,100.05503411025927,43.17472960583155,0,41.067954324335844
54,17,77.10931323883608,48.69745106403259,1,49.06177932622052
10,36,9.426939710847257,116.4526258660917,1,10.0
55,44,88.8677667911412,13.486311874983098,0,14.292781762576288
58,31,11.389012952081545,32.220590070340236,0,22.324736567738803
16,35,71.28993366836549,59.08821110452028,0,35.76974161542322
37,16,84.31682470298746,100.4075623372543,0,24.013610645140027
23,34,7.983312985302629,19.641079647567345,1,23.851335000660296
4,48,27.69535847118381,33.23455417495318,0,48.43087935556541
51,59,109.88066787139797,7.895786135428677,1,42.0977322603954
33,10,73.95773906794756,84.71823192609821,1,37.585926071277406
5,20,29.55432225726379,28.585132257073937,0,35.85462149997152
21,51,82.88157253776079,46.64097008051406,0,36.56390963141299
10,54,71.61317039540276,53.244173643560146,1,15.155349512776391
47,52,60.189083990153804,106.95767227277469,1,20.984711757606867
15,25,117.14243699857005,49.359634839748416,0,23.832579676176756
32,3,82.01445328890107,17.427002389829887,0,10.0
8,33,45.05293316014952,62.91779260081452,0,42.67972891609975
59,51,96.00881184922416,115.55495935783556,1,30.268077873708293
58,47,106.14999515054254,72.92227692609733,1,39.38415773366678
5,59,15.02646714201977,118.00646645526871,0,60.0
15,17,24.066357341431978,100.93287707266441,1,17.670022040315136
28,39,25.947241095333563,4.315890745609536,0,31.155297447541393
2,34,82.94541712638484,79.00795144524503,1,17.79061985217097
19,40,72.364746606394,34.41202530694604,1,27.292908194917196
59,28,74.27898776383059,67.15402267736687,0,16.531255237030443
58,51,112.89279596274011,33.52142291174719,0,15.29429404235106
35,28,93.10938393687671,41.864449992634846,0,19.51325990836372
18,37,15.352430941413981,110.78024541050152,1,10.0
25,41,41.700849891021726,24.797182187004637,1,26.135550155602566
2,20,52.247237541088275,104.89309416309966,0,45.09687849330171
18,41,47.515390649712586,3.6549369684596167,1,27.379068052187943
19,12,80.3170330994255,10.905184604357805,0,16.788222725739843
31,48,107.02717239078751,102.56100496611162,1,23.86992511370138
6,40,36.72617562273456,75.66672370910344,0,49.44108221295534
51,16,66.22525637054227,89.66833656474603,1,40.483537970869435
40,55,94.72913062963028,25.13012049862251,1,34.439851519651164
32,8,49.94616706144192,64.45001467081242,1,37.424422858594426
39,40,20.174175407915502,88.46630682855657,1,19.356180286903843
38,0,56.99411583164979,75.2776964412315,0,17.542537091437254
17,1,6.626702489163416,56.60385202694514,1,28.90342756933274
39,59,113.08601448027322,115.17405437252577,0,38.31320598383788
0,47,8.978544623396765,81.13888001441343,0,59.6240503086525
10,28,52.61480583006938,108.93009602894854,0,45.64729352983188
27,32,63.58575133062314,87.57246138884175,0,35.598006508732794
56,9,118.23645987447425,88.25562343172197,1,53.29712546641284
24,49,19.922618837143293,9.602192370921522,0,38.45193603006673
49,57,13.731782233483028,43.13575462247323,1,22.38940414165147
22,59,1.0447376475052295,103.00432880635901,1,10.0
30,39,18.668572424316277,27.912463457850713,1,25.013416344969833
29,20,24.872757488120115,13.860703938775941,1,35.25180803240163
41,27,75.66971298997107,39.13272679665521,0,18.91945207100262
34,10,26.36481484696805,26.452546187113676,1,39.58684029897816
6,54,2.462497767519025,111.03458337517861,0,60.0
59,33,99.19420146029864,104.15599704025574,1,39.65573066300644
15,7,43.87148412047601,59.9619876339485,1,30.786424472979128
25,58,42.443602389688074,7.361264938064163,0,37.93764938225642
47,21,36.29748350015119,85.74748153117875,1,32.982500295345865
56,7,117.0447932575705,74.80940776035175,1,55.935307824582814
51,48,20.41385007711378,116.4665604874195,1,16.792093438454142
59,14,107.78856767438822,67.07438883244524,1,54.10712682629145
48,16,93.21639985678655,40.36724680834913,1,50.72737295726561
1,59,9.17759465991757,62.28260322942669,0,60.0
0,22,118.40749218010184,117.51159496854196,1,21.334384581733982
47,23,32.563915624681265,83.56349190396367,1,31.950063558107644
11,44,11.82995124268948,80.63713655124613,0,53.5210777962835
4,18,99.51770809509114,28.881790767106246,1,34.99538759919773
36,4,84.80106404132398,89.23230210727412,0,17.86468570989252
31,31,74.0662567053481,90.03261953661261,1,27.60504557531032
58,43,18.717703643871978,38.074678053108634,1,33.0964538386145
54,0,57.419533950715426,58.04565988688558,0,10.0
8,22,93.66672322646566,35.352399952854725,1,33.14714849104164
40,36,36.43487257726083,31.044608438914402,1,32.40853962075197
34,7,37.40277942180497,3.1075284299382178,0,14.055712351219988
18,12,0.37690872577465395,34.22540935839985,0,32.67727509489378
47,7,20.909208197445544,66.47639398539299,1,39.164922131807884
15,56,105.04867501462012,0.19214250588345916,0,30.671520123689508
2,22,53.00957899652485,33.98629005716009,1,24.853493340904713
19,42,118.10813990813207,105.76923987879,0,37.34916499559869
23,0,47.484955628855104,71.2378302128833,1,35.637068812395775
53,44,85.82237457362895,72.94353888971766,0,24.468174647413306
55,50,33.8302851485675,48.40371660316239,0,30.186014718189234
32,23,43.65715693691202,81.17665721908932,0,32.02792504232659
23,34,22.887118510907356,22.7919319476431,0,34.38572201551036
51,23,41.6474842199274,98.249617246103,0,27.290319953926335
10,16,65.66850245047718,14.002694392307976,0,24.650128791274618
48,4,119.01274571750993,78.72016255837312,0,10.0
7,19,79.70420556861428,40.93791909836197,0,28.985057029462148
35,20,23.909514528997686,89.70155646989721,0,33.86880629113493
37,39,5.395372990986136,65.9717461519224,1,20.11354402585956
39,57,15.162777757741273,54.28236461744595,0,43.0679380289557
19,30,67.50662415276568,20.33068825118964,1,32.67639038523641
34,45,91.81923945801196,76.41857571412234,0,32.08990043841656
47,35,112.85030487608962,116.97238121044957,1,34.18168854984601
24,10,1.898780639618498,99.0724109888418,1,21.02395544761651
34,51,62.731216987424375,7.200983110681416,0,28.470464918488553
24,14,56.504082746781215,45.14752540334293,0,24.296516398484258
28,18,78.72660263708448,111.06996110283262,1,29.14849623013778
17,6,67.14946253584104,60.36524970684257,1,35.41763192434977
45,50,82.44469806989767,79.4534190969815,0,31.551308154062575
17,27,78.96991016990285,109.51192147096685,0,38.5813016951596
1,50,14.041406982953543,104.85536285038567,0,60.0
53,42,95.96614963424635,60.218445064861314,1,39.762155685407755
34,57,14.787909085958981,52.51755631891225,0,44.85944708494299
15,4,83.82367502509645,40.76311421755045,0,19.140915878868103
40,4,49.937444116872804,86.28233317954694,0,21.05173335940112
35,29,61.662088149191746,34.438415936585194,0,23.51644916810902
32,53,108.39576172508526,29.986512771708014,0,26.638612656993413
3,31,106.78604717681839,42.74998735245361,1,28.405408973654712
32,7,98.14275667860355,21.265806825455044,1,51.53154247797227
13,9,61.21780565475879,83.41437791349207,0,31.729485838809993
20,37,88.34877721605997,73.94887791967348,0,34.64001510554202
47,46,61.54764666225712,57.94542409390123,1,30.940333385253382
19,31,104.35272989697329,46.83909351138656,0,26.17295454216199
55,47,48.33309998794799,109.08750514760779,1,24.086839226051033
7,27,116.42824132978521,3.494854198692634,0,21.059991930336114
6,16,111.8787309874653,92.2929292208759,1,28.93787026498841
2,30,88.99231433421426,108.22914860986666,1,15.914474858652138
16,7,33.52990610112864,53.56254953159112,0,29.40489651456937
32,39,15.798430655191007,66.08285897647761,1,19.65733575180701
47,24,102.5644140111837,113.33564254584455,0,22.415684280199123
11,8,19.836274336555352,25.47330183426173,1,30.35444587534404
58,1,102.51129467968029,62.41618173416219,0,10.0
50,14,58.89180080548326,56.96653525538555,0,15.311210167485344
21,49,48.78681405697251,31.00711774444441,0,38.533045553120786
54,2,108.3828934601315,98.23118764477296,1,52.32275587230378
21,48,72.46211790483335,107.9520713715883,0,46.12349302001324
45,35,69.19368085556613,93.83190957458507,0,29.69573430785284
29,3,67.05191335492772,23.443075301833005,0,13.058674292035795
37,13,44.54034192234377,10.409836260165788,1,44.7195758493267
37,40,94.27717242349527,72.65333823664108,0,27.95642487197187
44,40,30.33581328189276,6.851371261186072,1,35.122666303106
50,24,112.66739520495301,80.73910662697011,1,45.18924328669743
53,57,107.27822460563529,63.65090643926912,1,34.94409772495492
7,54,40.49763908098778,79.53428792923962,0,54.655497327237775
26,49,87.53565237979964,70.82049283796928,0,36.69272606872545
26,9,68.78678333395098,50.72430834326073,1,39.509371248603536
33,20,40.51791623990815,24.10526161682739,0,22.338101806537885
20,35,118.62259775945361,36.68425629725863,0,23.709248780670755
29,11,3.0284815017917044,62.940068906277176,1,28.213261889327182
32,26,30.317523674554398,78.22417123771271,1,25.21400286552625
27,39,62.40888733333805,93.53796202614342,0,39.469361203920805
46,1,62.634360417427665,92.0604862138873,1,43.586081130531056
32,53,70.6719689934677,116.72264919133025,0,45.30760202967938
4,12,90.20114064275032,34.300973839609135,1,35.18502502047118
59,52,74.81733966231556,8.533284985612415,0,17.257391798494528
47,31,72.03377526336443,41.478832265023115,0,19.016758550248802
18,30,6.421735549565195,89.1953370268892,1,12.783959778401398
3,15,45.1836345347158,52.573398123995425,0,35.90846453839194
34,31,27.84668876413872,98.13461167073032,0,39.34318843598874
48,31,31.84441339223705,65.91916382232179,1,31.688787435487285
16,59,66.52049692084138,111.57500671566036,0,53.95817646922285
43,33,23.940637791553012,113.74361303988826,0,39.47044628725028
27,10,35.2738921220277,8.316540722249846,0,19.156397290033322
29,9,28.45016502208081,54.76961276549092,1,34.05208283848848
28,14,113.82035318618337,73.16268734994816,1,41.69864987543528
45,16,113.35988786053142,30.704704897465533,1,53.99827744445989
52,39,73.1929870315262,48.84921352547763,1,38.85156602590729
5,17,110.942696247828,81.3217849341238,1,29.643136697055628
34,54,94.29751745620477,27.20810722780337,0,27.93658846573979
59,8,70.79374593621705,72.2377623569343,0,10.0
40,24,0.7722253796154854,83.69373937971673,0,36.038227100015185
36,39,92.70195432952849,10.85955733150401,1,41.076359549703675
23,58,84.29860099061626,59.70351792329433,0,40.31073753990171
28,13,73.83043839388968,31.569603590902894,1,42.33912522044802
48,59,91.2509174018966,86.92636271976535,0,33.75131679768031
45,57,61.55065977297188,22.746661024432857,1,31.020599812280853
52,24,84.48999255856069,107.06854986457276,0,22.186783595901808
30,49,112.22065040717919,51.71296038219923,0,28.523846496253007
34,21,45.096601901530356,23.76036363690642,1,38.40043573969359
59,51,84.97462018807505,52.56261556203952,0,21.93819930609467
32,29,57.08253816131504,49.049251537023345,0,27.595007006356248
51,19,80.92795821767778,51.47027513924523,1,47.21865246176488
20,20,91.54720026652369,70.26735521969363,0,26.80802324297549
31,43,5.454300052295515,62.540846989624505,0,43.36298204059935
22,31,77.59205327383943,17.97325580170832,1,35.34281962081967
32,50,27.20894212883335,7.869488717596358,1,25.70091801168555
2,45,80.40390453690802,87.52985384718487,1,11.731107603458472
17,48,56.19962231205762,67.16609231139762,1,15.955029500099002
24,55,92.82632902378647,43.080092169511644,1,25.061935528141227
41,20,14.80809782467157,97.00293869976886,0,33.9292261312646
30,34,75.1586821987434,46.56701691131484,1,32.68874979311428
53,57,33.416487471306276,95.51581075207291,1,19.085101507885003
