step,queue_ns,queue_ew,wait_ns,wait_ew,total_queue,total_wait,arrived,active_dir,green_dur_last
81,12,0,14.6875,0.0,12,14.6875,28,NS,0
82,12,0,15.4375,0.0,12,15.4375,28,NS,0
83,12,0,16.1875,0.0,12,16.1875,29,NS,0
84,14,2,17.0625,0.0,16,17.0625,30,NS,0
85,14,0,17.9375,0.0,14,17.9375,30,NS,0
86,14,0,18.8125,0.0,14,18.8125,30,NS,0
87,16,0,17.5,0.0,16,17.5,30,NS,0
88,14,1,18.27777777777778,0.0,15,18.27777777777778,30,NS,0
89,15,0,19.11111111111111,0.0,15,19.11111111111111,30,NS,0
90,14,1,14.944444444444445,0.16666666666666666,15,15.11111111111111,30,NS,0
91,12,1,12.8125,0.3333333333333333,13,13.145833333333334,30,NS,0
92,10,2,9.4375,0.42857142857142855,12,9.866071428571429,32,NS,0
93,8,3,6.5625,0.625,11,7.1875,32,NS,0
94,8,2,3.7222222222222223,0.875,10,4.597222222222222,32,NS,0
95,5,2,3.2941176470588234,1.125,7,4.419117647058823,32,NS,0
96,5,3,2.625,1.5,8,4.125,32,NS,0
97,4,5,1.25,1.5,9,2.75,32,NS,0
98,2,3,0.3333333333333333,1.8,5,2.1333333333333333,32,NS,0
99,0,4,0.0,2.2,4,2.2,32,NS,0
100,0,5,0.0,2.7,5,2.7,32,NS,0
101,2,5,0.0,3.2,7,3.2,32,NS,0
102,0,7,0.0,3.0833333333333335,7,3.0833333333333335,32,NS,0
103,0,6,0.0,3.5833333333333335,6,3.5833333333333335,32,NS,0
104,0,6,0.0,4.083333333333333,6,4.083333333333333,32,NS,0
105,0,6,0.0,4.583333333333333,6,4.583333333333333,32,NS,0
106,0,6,0.0,5.083333333333333,6,5.083333333333333,34,NS,0
107,0,8,0.0,5.75,8,5.75,34,NS,0
108,1,10,0.0,5.5,11,5.5,36,NS,0
109,0,8,0.0,6.071428571428571,8,6.071428571428571,37,NS,0
110,0,10,0.0,6.785714285714286,10,6.785714285714286,38,NS,0
111,1,10,0.0,7.5,11,7.5,39,NS,0
112,0,10,0.0,8.214285714285714,10,8.214285714285714,40,NS,0
113,0,11,0.0,9.0,11,9.0,40,NS,0
114,0,13,0.0,8.5625,13,8.5625,42,NS,0
115,0,12,0.0,9.3125,12,9.3125,42,NS,0
116,0,12,0.0,10.0625,12,10.0625,44,NS,0
117,1,12,0.0,10.8125,13,10.8125,46,NS,0
118,0,12,0.0,11.5625,12,11.5625,46,NS,0
119,0,12,0.0,12.3125,12,12.3125,47,NS,0
120,0,15,0.0,11.666666666666666,15,11.666666666666666,48,NS,0
121,0,14,0.0,12.444444444444445,14,12.444444444444445,49,NS,0
122,0,14,0.0,13.222222222222221,14,13.222222222222221,50,NS,0
123,0,14,0.0,14.0,14,14.0,51,NS,0
124,0,14,0.0,14.777777777777779,14,14.777777777777779,52,NS,0
125,1,16,0.0,15.666666666666666,17,15.666666666666666,53,NS,0
126,1,18,0.0,14.9,19,14.9,54,NS,0
127,0,16,0.0,15.7,16,15.7,54,NS,0
128,0,17,0.0,16.55,17,16.55,54,NS,0
129,0,18,0.0,17.45,18,17.45,54,NS,0
130,1,18,0.0,18.35,19,18.35,54,NS,0
131,1,18,0.0,19.25,19,19.25,55,NS,0
132,0,20,0.0,18.318181818181817,20,18.318181818181817,55,NS,0
133,0,20,0.0,19.227272727272727,20,19.227272727272727,56,NS,0
134,0,20,0.0,20.136363636363637,20,20.136363636363637,56,NS,0
135,1,18,0.0,17.136363636363637,19,17.136363636363637,56,NS,0
136,0,16,0.0,15.7,16,15.7,56,NS,0
137,1,16,0.0,12.9,17,12.9,56,NS,0
138,0,14,0.0,10.5,14,10.5,56,NS,0
139,0,12,0.0,8.631578947368421,12,8.631578947368421,57,NS,0
140,1,11,0.0,8.222222222222221,12,8.222222222222221,57,NS,0
141,0,9,0.0,6.166666666666667,9,6.166666666666667,57,NS,0
142,1,8,0.14285714285714285,5.705882352941177,9,5.84873949579832,57,NS,0
143,2,6,0.42857142857142855,4.1875,8,4.616071428571429,57,NS,0
144,4,4,0.5555555555555556,2.5,8,3.0555555555555554,57,NS,0
145,3,2,0.8888888888888888,1.2,5,2.0888888888888886,57,NS,0
146,3,0,1.2222222222222223,0.0,3,1.2222222222222223,57,NS,0
147,4,0,1.6666666666666667,0.0,4,1.6666666666666667,57,NS,0
148,4,0,2.111111111111111,0.0,4,2.111111111111111,57,NS,0
149,4,0,2.5555555555555554,0.0,4,2.5555555555555554,57,NS,0
150,4,2,3.0,0.0,6,3.0,59,NS,0
151,5,0,3.5555555555555554,0.0,5,3.5555555555555554,59,NS,0
152,7,0,3.3636363636363638,0.0,7,3.3636363636363638,61,NS,0
153,6,0,3.909090909090909,0.0,6,3.909090909090909,61,NS,0
154,6,0,4.454545454545454,0.0,6,4.454545454545454,63,NS,0
155,6,1,5.0,0.0,7,5.0,64,NS,0
156,7,1,5.636363636363637,0.0,8,5.636363636363637,65,NS,0
157,7,0,6.2727272727272725,0.0,7,6.2727272727272725,65,NS,0
158,8,0,7.0,0.0,8,7.0,66,NS,0
159,10,0,6.538461538461538,0.0,10,6.538461538461538,67,NS,0
160,9,0,7.230769230769231,0.0,9,7.230769230769231,68,NS,0
161,9,0,7.923076923076923,0.0,9,7.923076923076923,69,NS,0
162,9,0,8.615384615384615,0.0,9,8.615384615384615,71,NS,0
163,9,0,9.307692307692308,0.0,9,9.307692307692308,71,NS,0
164,10,0,10.076923076923077,0.0,10,10.076923076923077,73,NS,0
165,11,0,10.923076923076923,0.0,11,10.923076923076923,73,NS,0
166,13,0,10.2,0.0,13,10.2,75,NS,0
167,11,1,10.933333333333334,0.0,12,10.933333333333334,76,NS,0
168,11,0,11.666666666666666,0.0,11,11.666666666666666,77,NS,0
169,11,1,12.4,0.0,12,12.4,79,NS,0
170,11,0,13.133333333333333,0.0,11,13.133333333333333,79,NS,0
171,13,0,14.0,0.0,13,14.0,79,NS,0
172,13,0,14.866666666666667,0.0,13,14.866666666666667,79,NS,0
173,15,1,13.882352941176471,0.0,16,13.882352941176471,81,NS,0
174,13,1,14.647058823529411,0.0,14,14.647058823529411,81,NS,0
175,14,0,15.470588235294118,0.0,14,15.470588235294118,81,NS,0
176,14,0,16.294117647058822,0.0,14,16.294117647058822,81,NS,0
177,15,1,17.176470588235293,0.0,16,17.176470588235293,82,NS,0
178,15,0,18.058823529411764,0.0,15,18.058823529411764,82,NS,0
179,15,1,18.941176470588236,0.0,16,18.941176470588236,83,NS,0
180,15,0,13.68421052631579,0.0,15,13.68421052631579,83,NS,0
181,11,1,11.823529411764707,0.0,12,11.823529411764707,83,NS,0
182,10,1,8.882352941176471,0.14285714285714285,11,9.025210084033613,83,NS,0
183,8,1,6.294117647058823,0.14285714285714285,9,6.436974789915967,83,NS,0
184,7,2,4.176470588235294,0.25,9,4.426470588235294,83,NS,0
185,5,1,2.7333333333333334,0.375,6,3.1083333333333334,83,NS,0
186,3,3,1.3333333333333333,0.5555555555555556,6,1.8888888888888888,83,NS,0
187,3,2,1.3333333333333333,0.7777777777777778,5,2.111111111111111,83,NS,0
188,4,2,0.6,1.0,6,1.6,83,NS,0
189,1,4,0.2,1.2,5,1.4,83,NS,0
190,0,5,0.0,1.4545454545454546,5,1.4545454545454546,83,NS,0
191,0,5,0.0,1.9090909090909092,5,1.9090909090909092,83,NS,0
192,0,4,0.0,2.1818181818181817,4,2.1818181818181817,83,NS,0
193,0,4,0.0,2.5454545454545454,4,2.5454545454545454,83,NS,0
194,0,6,0.0,2.75,6,2.75,83,NS,0
195,0,6,0.0,3.25,6,3.25,83,NS,0
196,0,8,0.0,3.5384615384615383,8,3.5384615384615383,85,NS,0
197,0,7,0.0,4.076923076923077,7,4.076923076923077,85,NS,0
198,0,8,0.0,4.285714285714286,8,4.285714285714286,87,NS,0
199,1,8,0.0,4.857142857142857,9,4.857142857142857,88,NS,0
200,0,10,0.0,5.133333333333334,10,5.133333333333334,89,EW,29
201,0,10,0.0,5.0588235294117645,10,5.0588235294117645,91,EW,29
202,1,9,0.25,4.133333333333334,10,4.383333333333334,91,EW,29
203,1,8,0.5,2.75,9,3.25,93,EW,29
204,2,5,1.0,1.75,7,2.75,93,EW,29
205,2,5,1.5,1.0,7,2.5,95,EW,29
206,2,3,2.0,0.5333333333333333,5,2.533333333333333,95,EW,29
207,3,2,2.0,0.1875,5,2.1875,97,EW,29
208,3,0,2.0,0.0,3,2.0,98,EW,29
209,3,0,2.5,0.0,3,2.5,98,EW,29
210,3,1,3.0,0.0,4,3.0,98,EW,29
211,4,1,3.0,0.0,5,3.0,98,EW,29
212,3,0,3.4285714285714284,0.0,3,3.4285714285714284,98,EW,29
213,4,0,3.375,0.0,4,3.375,98,EW,29
214,3,0,3.75,0.0,3,3.75,98,EW,29
215,4,0,4.25,0.0,4,4.25,98,EW,29
216,5,1,4.222222222222222,0.0,6,4.222222222222222,99,EW,29
217,4,0,4.666666666666667,0.0,4,4.666666666666667,100,EW,29
218,5,0,4.6,0.0,5,4.6,101,EW,29
219,4,0,5.0,0.0,4,5.0,102,EW,29
220,4,1,5.4,0.0,5,5.4,103,EW,29
221,5,1,5.2727272727272725,0.1,6,5.372727272727272,104,EW,29
222,6,0,5.25,0.0,6,5.25,104,EW,29
223,7,1,5.833333333333333,0.0,8,5.833333333333333,106,EW,29
224,6,0,6.25,0.0,6,6.25,106,EW,29
225,6,1,6.75,0.0,7,6.75,108,EW,29
226,6,0,7.25,0.0,6,7.25,108,EW,29
227,9,0,6.714285714285714,0.0,9,6.714285714285714,110,EW,29
228,8,0,7.285714285714286,0.0,8,7.285714285714286,110,EW,29
229,8,0,7.857142857142857,0.0,8,7.857142857142857,112,EW,29
230,9,2,8.5,0.0,11,8.5,114,EW,29
231,9,0,9.142857142857142,0.0,9,9.142857142857142,114,EW,29
232,10,0,9.857142857142858,0.0,10,9.857142857142858,116,EW,29
233,10,0,10.571428571428571,0.0,10,10.571428571428571,116,EW,29
234,12,0,9.875,0.0,12,9.875,117,EW,29
235,12,0,10.625,0.0,12,10.625,118,NS,26
236,12,0,10.5625,0.0,12,10.5625,118,NS,26
237,12,0,7.75,0.0,12,7.75,118,NS,26
238,8,1,5.25,0.2,9,5.45,118,NS,26
239,7,2,3.6875,0.3333333333333333,9,4.020833333333333,119,NS,26
240,5,2,2.4375,0.42857142857142855,7,2.8660714285714284,120,NS,26
241,4,2,1.8666666666666667,0.7142857142857143,6,2.580952380952381,120,NS,26
242,2,2,0.8571428571428571,1.0,4,1.8571428571428572,120,NS,26
243,1,4,0.35714285714285715,1.25,5,1.6071428571428572,120,NS,26
244,3,3,0.4,1.625,6,2.025,120,NS,26
245,1,4,0.07142857142857142,1.7777777777777777,5,1.849206349206349,120,NS,26
246,0,3,0.0,2.111111111111111,3,2.111111111111111,120,NS,26
247,0,3,0.0,2.4444444444444446,3,2.4444444444444446,120,NS,26
248,0,5,0.0,2.6,5,2.6,120,NS,26
249,0,5,0.0,3.1,5,3.1,120,NS,26
250,0,6,0.0,3.272727272727273,6,3.272727272727273,120,NS,26
251,0,5,0.0,3.727272727272727,5,3.727272727272727,120,NS,26
252,1,5,0.0,4.181818181818182,6,4.181818181818182,122,NS,26
253,0,6,0.0,4.25,6,4.25,122,NS,26
254,1,6,0.0,4.75,7,4.75,124,NS,26
255,0,7,0.0,5.333333333333333,7,5.333333333333333,124,NS,26
256,0,8,0.0,5.461538461538462,8,5.461538461538462,126,NS,26
257,0,8,0.0,5.571428571428571,8,5.571428571428571,126,NS,26
258,0,9,0.0,6.214285714285714,9,6.214285714285714,128,NS,26
259,1,9,0.0,6.857142857142857,10,6.857142857142857,129,NS,26
260,0,9,0.0,7.5,9,7.5,130,NS,26
261,1,9,0.0,8.142857142857142,10,8.142857142857142,132,NS,26
262,0,11,0.0,7.6875,11,7.6875,132,NS,26
263,0,10,0.0,8.3125,10,8.3125,133,NS,26
264,0,11,0.0,9.0,11,9.0,134,NS,26
265,0,12,0.0,9.75,12,9.75,136,EW,27
266,1,12,0.0,8.944444444444445,13,8.944444444444445,137,EW,27
267,0,11,0.0,7.0,11,7.0,137,EW,27
268,0,9,0.0,5.0588235294117645,9,5.0588235294117645,137,EW,27
269,1,8,0.0,3.588235294117647,9,3.588235294117647,137,EW,27
270,0,7,0.0,2.2222222222222223,7,2.2222222222222223,137,EW,27
271,1,5,0.0,1.3529411764705883,6,1.3529411764705883,138,EW,27
272,1,3,0.16666666666666666,0.5882352941176471,4,0.7549019607843137,139,EW,27
273,1,2,0.3333333333333333,0.4117647058823529,3,0.7450980392156863,139,EW,27
274,2,2,0.6666666666666666,0.25,4,0.9166666666666666,139,EW,27
275,2,1,1.0,0.13333333333333333,3,1.1333333333333333,139,EW,27
276,4,2,1.0,0.0625,6,1.0625,139,EW,27
277,2,0,1.25,0.0,2,1.25,139,EW,27
278,3,0,1.625,0.0,3,1.625,139,EW,27
279,3,0,2.0,0.0,3,2.0,139,EW,27
280,3,0,2.375,0.0,3,2.375,139,EW,27
281,3,1,2.75,0.0,4,2.75,141,EW,27
282,3,0,3.125,0.0,3,3.125,141,EW,27
283,4,1,3.625,0.0,5,3.625,143,EW,27
284,7,0,3.4,0.0,7,3.4,143,EW,27
285,5,0,3.9,0.0,5,3.9,143,EW,27
286,5,0,4.4,0.0,5,4.4,145,EW,27
287,6,0,5.0,0.0,6,5.0,145,EW,27
288,6,1,5.6,0.0,7,5.6,147,EW,27
289,6,0,6.2,0.0,6,6.2,147,EW,27
290,7,0,6.9,0.0,7,6.9,149,EW,27
291,10,0,6.416666666666667,0.0,10,6.416666666666667,149,EW,27
292,8,0,7.083333333333333,0.0,8,7.083333333333333,151,EW,27
293,8,0,7.75,0.0,8,7.75,152,EW,27
294,8,0,8.416666666666666,0.0,8,8.416666666666666,153,EW,27
295,8,0,9.083333333333334,0.0,8,9.083333333333334,154,EW,27
296,8,0,9.75,0.0,8,9.75,155,EW,27
297,8,0,10.416666666666666,0.0,8,10.416666666666666,157,EW,27
298,11,0,9.571428571428571,0.0,11,9.571428571428571,157,EW,27
299,10,0,10.285714285714286,0.0,10,10.285714285714286,159,EW,27
300,10,0,11.0,0.0,10,11.0,159,NS,27
301,12,0,8.875,0.0,12,8.875,159,NS,27
302,8,1,7.071428571428571,0.0,9,7.071428571428571,160,NS,27
303,6,1,4.428571428571429,0.0,7,4.428571428571429,160,NS,27
304,4,0,2.2142857142857144,0.0,4,2.2142857142857144,160,NS,27
305,4,0,1.0,0.0,4,1.0,160,NS,27
306,2,0,0.3333333333333333,0.0,2,0.3333333333333333,160,NS,27
307,0,0,0.0,0.0,0,0.0,160,NS,27
308,2,2,0.0,0.0,4,0.0,161,NS,27
309,0,0,0.0,0.0,0,0.0,161,NS,27
310,0,0,0.0,0.0,0,0.0,161,NS,27
311,0,0,0.0,0.0,0,0.0,161,NS,27
312,0,1,0.0,0.0,1,0.0,161,NS,27
313,0,1,0.0,0.0,1,0.0,161,NS,27
314,0,1,0.0,0.125,1,0.125,161,NS,27
315,0,1,0.0,0.25,1,0.25,161,NS,27
316,1,1,0.0,0.375,2,0.375,163,NS,27
317,0,3,0.0,0.4,3,0.4,163,NS,27
318,0,2,0.0,0.6,2,0.6,165,NS,27
319,0,2,0.0,0.8,2,0.8,165,NS,27
320,1,4,0.0,1.2,5,1.2,166,NS,27
321,0,6,0.0,1.3333333333333333,6,1.3333333333333333,167,NS,27
322,0,4,0.0,1.6666666666666667,4,1.6666666666666667,168,NS,27
323,0,5,0.0,2.0833333333333335,5,2.0833333333333335,169,NS,27
324,0,6,0.0,2.5833333333333335,6,2.5833333333333335,170,NS,27
325,0,7,0.0,2.8461538461538463,7,2.8461538461538463,171,NS,27
326,1,7,0.0,3.0714285714285716,8,3.0714285714285716,172,NS,27
327,0,7,0.0,3.5714285714285716,7,3.5714285714285716,173,NS,27
328,1,8,0.0,4.142857142857143,9,4.142857142857143,175,NS,27
329,0,8,0.0,4.714285714285714,8,4.714285714285714,175,NS,27
330,0,10,0.0,5.0,10,5.0,176,NS,27
331,0,10,0.0,5.666666666666667,10,5.666666666666667,177,NS,27
332,2,11,0.0,5.9375,13,5.9375,179,NS,27
333,0,10,0.0,6.5625,10,6.5625,179,NS,27
334,0,11,0.0,7.25,11,7.25,179,NS,27
335,0,13,0.0,7.529411764705882,13,7.529411764705882,179,EW,28
336,0,13,0.0,7.684210526315789,13,7.684210526315789,179,EW,28
337,0,11,0.0,6.764705882352941,11,6.764705882352941,179,EW,28
338,1,9,0.16666666666666666,5.117647058823529,10,5.284313725490196,180,EW,28
339,1,7,0.3333333333333333,3.7058823529411766,8,4.03921568627451,180,EW,28
340,3,9,0.375,2.263157894736842,12,2.638157894736842,180,EW,28
341,2,5,0.625,1.588235294117647,7,2.2132352941176467,180,EW,28
342,2,5,0.875,1.411764705882353,7,2.2867647058823533,180,EW,28
343,3,4,1.25,0.6470588235294118,7,1.8970588235294117,180,EW,28
344,3,3,1.625,0.6666666666666666,6,2.2916666666666665,180,EW,28
345,4,2,2.125,0.26666666666666666,6,2.3916666666666666,180,EW,28
346,4,2,2.625,0.125,6,2.75,180,EW,28
347,4,0,3.125,0.0,4,3.125,180,EW,28
348,7,0,3.0,0.0,7,3.0,180,EW,28
349,6,0,3.6,0.0,6,3.6,180,EW,28
350,6,0,4.2,0.0,6,4.2,180,EW,28
351,6,1,4.8,0.0,7,4.8,181,EW,28
352,6,1,5.4,0.0,7,5.4,182,EW,28
353,6,0,6.0,0.0,6,6.0,182,EW,28
354,7,0,6.7,0.0,7,6.7,184,EW,28
355,10,0,6.25,0.0,10,6.25,184,EW,28
356,8,0,6.916666666666667,0.0,8,6.916666666666667,186,EW,28
357,8,0,7.583333333333333,0.0,8,7.583333333333333,186,EW,28
358,8,0,8.25,0.0,8,8.25,188,EW,28
359,8,1,8.916666666666666,0.0,9,8.916666666666666,189,EW,28
360,8,0,9.583333333333334,0.0,8,9.583333333333334,190,EW,28
361,8,1,10.25,0.0,9,10.25,192,EW,28
362,12,0,9.5,0.0,12,9.5,192,EW,28
363,10,0,10.214285714285714,0.0,10,10.214285714285714,194,EW,28
364,10,0,10.928571428571429,0.0,10,10.928571428571429,194,EW,28
365,10,0,11.642857142857142,0.0,10,11.642857142857142,196,EW,28
366,10,0,12.357142857142858,0.0,10,12.357142857142858,196,EW,28
367,11,1,13.142857142857142,0.0,12,13.142857142857142,198,EW,28
368,11,0,13.928571428571429,0.0,11,13.928571428571429,199,EW,28
369,14,0,12.9375,0.0,14,12.9375,200,EW,28
370,12,1,13.6875,0.0,13,13.6875,201,NS,26
371,12,1,13.25,0.0,13,13.25,201,NS,26
372,12,0,9.875,0.0,12,9.875,201,NS,26
373,8,0,6.8125,0.0,8,6.8125,201,NS,26
374,6,2,4.25,0.16666666666666666,8,4.416666666666667,201,NS,26
375,6,1,2.5,0.3333333333333333,7,2.8333333333333335,201,NS,26
376,5,2,2.4285714285714284,0.42857142857142855,7,2.8571428571428568,201,NS,26
377,3,1,1.0714285714285714,0.5714285714285714,4,1.6428571428571428,201,NS,26
378,2,1,0.5714285714285714,0.7142857142857143,3,1.2857142857142856,202,NS,26
379,0,2,0.0,0.75,2,0.75,202,NS,26
380,2,3,0.0,0.8888888888888888,5,0.8888888888888888,202,NS,26
381,0,2,0.0,1.1111111111111112,2,1.1111111111111112,202,NS,26
382,0,2,0.0,1.3333333333333333,2,1.3333333333333333,202,NS,26
383,0,3,0.0,1.6666666666666667,3,1.6666666666666667,202,NS,26
384,0,5,0.0,1.6363636363636365,5,1.6363636363636365,202,NS,26
385,0,4,0.0,2.0,4,2.0,202,NS,26
386,0,4,0.0,2.272727272727273,4,2.272727272727273,203,NS,26
387,0,5,0.0,2.727272727272727,5,2.727272727272727,204,NS,26
388,2,5,0.0,3.1818181818181817,7,3.1818181818181817,206,NS,26
389,0,7,0.0,3.4166666666666665,7,3.4166666666666665,206,NS,26
390,0,9,0.0,3.769230769230769,9,3.769230769230769,207,NS,26
391,0,7,0.0,4.230769230769231,7,4.230769230769231,208,NS,26
392,0,7,0.0,4.769230769230769,7,4.769230769230769,209,NS,26
393,0,8,0.0,5.384615384615385,8,5.384615384615385,210,NS,26
394,0,9,0.0,5.571428571428571,9,5.571428571428571,210,NS,26
395,0,9,0.0,6.214285714285714,9,6.214285714285714,212,NS,26
396,1,10,0.0,6.4,11,6.4,214,NS,26
397,0,10,0.0,7.066666666666666,10,7.066666666666666,214,NS,26
398,0,11,0.0,7.25,11,7.25,216,NS,26
399,0,11,0.0,7.9375,11,7.9375,216,NS,26
400,0,11,0.0,8.625,11,8.625,218,EW,28
401,0,12,0.0,8.222222222222221,12,8.222222222222221,218,EW,28
402,0,11,0.0,7.125,11,7.125,218,EW,28
403,1,9,0.0,5.3125,10,5.3125,218,EW,28
404,0,9,0.0,3.3333333333333335,9,3.3333333333333335,218,EW,28
405,0,6,0.0,2.2222222222222223,6,2.2222222222222223,218,EW,28
406,0,5,0.0,2.0,5,2.0,219,EW,28
407,1,4,0.0,1.0625,5,1.0625,220,EW,28
408,2,3,0.16666666666666666,0.4375,5,0.6041666666666666,220,EW,28
409,1,3,0.3333333333333333,0.3125,4,0.6458333333333333,220,EW,28
410,1,1,0.5,0.0,2,0.5,220,EW,28
411,1,0,0.6666666666666666,0.0,1,0.6666666666666666,220,EW,28
412,2,0,0.7142857142857143,0.0,2,0.7142857142857143,220,EW,28
413,2,0,0.75,0.0,2,0.75,220,EW,28
414,1,0,0.875,0.0,1,0.875,220,EW,28
415,2,0,1.125,0.0,2,1.125,220,EW,28
416,3,1,1.5,0.0,4,1.5,221,EW,28
417,3,0,1.875,0.0,3,1.875,222,EW,28
418,4,0,2.375,0.0,4,2.375,223,EW,28
419,6,0,2.3,0.0,6,2.3,224,EW,28
420,4,0,2.7,0.0,4,2.7,225,EW,28
421,4,2,3.1,0.0,6,3.1,227,EW,28
422,4,0,3.5,0.0,4,3.5,227,EW,28
423,5,0,4.0,0.0,5,4.0,229,EW,28
424,6,0,4.6,0.0,6,4.6,229,EW,28
425,6,0,5.2,0.0,6,5.2,230,EW,28
426,8,1,4.833333333333333,0.0,9,4.833333333333333,231,EW,28
427,8,0,5.5,0.0,8,5.5,232,EW,28
428,8,0,6.166666666666667,0.0,8,6.166666666666667,232,EW,28
429,8,0,6.833333333333333,0.0,8,6.833333333333333,234,EW,28
430,8,0,7.5,0.0,8,7.5,234,EW,28
431,8,1,8.166666666666666,0.0,9,8.166666666666666,236,EW,28
432,8,0,8.833333333333334,0.0,8,8.833333333333334,236,EW,28
433,11,0,8.214285714285714,0.0,11,8.214285714285714,238,EW,28
434,10,0,8.928571428571429,0.0,10,8.928571428571429,238,EW,28
435,10,0,9.642857142857142,0.0,10,9.642857142857142,240,NS,27
436,12,1,8.1875,0.0,13,8.1875,240,NS,27
